threshold,fpr,tpr
0.53801721,0.34688000,0.51672000
0.53805894,0.34688000,0.51648000
0.53805631,0.34688000,0.51656000
0.53800416,0.34696000,0.51680000
0.53799707,0.34696000,0.51688000
0.53795439,0.34704000,0.51696000
0.53794849,0.34704000,0.51704000
0.53798842,0.34704000,0.51688000
0.53788108,0.34712000,0.51744000
0.53794563,0.34712000,0.51704000
0.53784788,0.34712000,0.51752000
0.53788519,0.34712000,0.51736000
0.53790182,0.34712000,0.51728000
0.53790760,0.34712000,0.51720000
0.53792810,0.34712000,0.51712000
0.53784555,0.34720000,0.51760000
0.53784597,0.34720000,0.51752000
0.53780359,0.34728000,0.51784000
0.53784090,0.34728000,0.51760000
0.53783309,0.34728000,0.51768000
0.53778386,0.34728000,0.51792000
0.53783154,0.34728000,0.51776000
0.53777903,0.34736000,0.51792000
0.53776729,0.34736000,0.51800000
0.53771144,0.34744000,0.51832000
0.53776532,0.34744000,0.51808000
0.53773135,0.34744000,0.51824000
0.53776693,0.34744000,0.51800000
0.53775591,0.34744000,0.51816000
0.53769600,0.34752000,0.51832000
0.53767282,0.34760000,0.51848000
0.53769284,0.34760000,0.51840000
0.53767145,0.34760000,0.51856000
0.53769338,0.34760000,0.51832000
0.53759348,0.34768000,0.51856000
0.53758860,0.34776000,0.51856000
0.53751498,0.34784000,0.51864000
0.53755152,0.34784000,0.51856000
0.53748578,0.34792000,0.51864000
0.53746462,0.34792000,0.51872000
0.53744650,0.34800000,0.51872000
0.53744614,0.34800000,0.51880000
0.53740704,0.34808000,0.51888000
0.53740174,0.34808000,0.51896000
0.53742838,0.34808000,0.51880000
0.53740007,0.34816000,0.51896000
0.53738725,0.34824000,0.51904000
0.53739399,0.34824000,0.51896000
0.53734440,0.34832000,0.51904000
0.53733230,0.34840000,0.51904000
0.53731924,0.34840000,0.51912000
0.53727579,0.34848000,0.51920000
0.53724223,0.34848000,0.51952000
0.53730226,0.34848000,0.51912000
0.53726614,0.34848000,0.51936000
0.53725314,0.34848000,0.51944000
0.53727275,0.34848000,0.51928000
0.53721833,0.34856000,0.51952000
0.53721446,0.34864000,0.51952000
0.53719205,0.34872000,0.51952000
0.53714621,0.34880000,0.51976000
0.53715044,0.34880000,0.51968000
0.53717929,0.34880000,0.51952000
0.53716379,0.34880000,0.51960000
0.53714406,0.34888000,0.51976000
0.53712070,0.34896000,0.51984000
0.53712767,0.34896000,0.51976000
0.53711498,0.34904000,0.51984000
0.53708786,0.34904000,0.52000000
0.53700745,0.34904000,0.52024000
0.53702134,0.34904000,0.52016000
0.53707647,0.34904000,0.52008000
0.53710198,0.34904000,0.51992000
0.53698003,0.34912000,0.52024000
0.53697884,0.34920000,0.52024000
0.53693742,0.34920000,0.52032000
0.53693116,0.34928000,0.52032000
0.53691250,0.34936000,0.52040000
0.53692394,0.34936000,0.52032000
0.53690487,0.34936000,0.52048000
0.53690356,0.34944000,0.52048000
0.53689831,0.34952000,0.52048000
0.53685582,0.34960000,0.52056000
0.53686488,0.34960000,0.52048000
0.53684950,0.34960000,0.52064000
0.53682703,0.34968000,0.52064000
0.53674167,0.34968000,0.52096000
0.53681874,0.34968000,0.52072000
0.53680485,0.34968000,0.52080000
0.53676432,0.34968000,0.52088000
0.53673732,0.34968000,0.52104000
0.53673488,0.34976000,0.52104000
0.53669715,0.34984000,0.52120000
0.53671414,0.34984000,0.52112000
0.53667647,0.34984000,0.52128000
0.53671628,0.34984000,0.52104000
0.53667426,0.34992000,0.52128000
0.53665400,0.35000000,0.52128000
0.53664446,0.35008000,0.52128000
0.53661525,0.35016000,0.52128000
0.53657079,0.35024000,0.52128000
0.53656960,0.35032000,0.52128000
0.53656787,0.35032000,0.52136000
0.53656602,0.35040000,0.52136000
0.53655857,0.35048000,0.52136000
0.53654855,0.35056000,0.52136000
0.53652734,0.35064000,0.52136000
0.53646892,0.35072000,0.52152000
0.53647888,0.35072000,0.52136000
0.53647721,0.35072000,0.52144000
0.53646100,0.35080000,0.52152000
0.53644025,0.35080000,0.52168000
0.53645808,0.35080000,0.52160000
0.53642845,0.35088000,0.52168000
0.53641951,0.35088000,0.52176000
0.53640693,0.35096000,0.52176000
0.53640592,0.35104000,0.52176000
0.53640157,0.35104000,0.52184000
0.53638768,0.35112000,0.52184000
0.53637785,0.35112000,0.52192000
0.53635424,0.35112000,0.52200000
0.53634495,0.35112000,0.52208000
0.53634292,0.35120000,0.52208000
0.53633916,0.35120000,0.52216000
0.53631723,0.35128000,0.52216000
0.53619325,0.35128000,0.52248000
0.53622931,0.35128000,0.52240000
0.53629190,0.35128000,0.52232000
0.53629959,0.35128000,0.52224000
0.53618854,0.35136000,0.52248000
0.53616756,0.35144000,0.52248000
0.53615618,0.35144000,0.52256000
0.53609294,0.35152000,0.52272000
0.53611869,0.35152000,0.52256000
0.53605771,0.35152000,0.52288000
0.53608990,0.35152000,0.52280000
0.53611249,0.35152000,0.52264000
0.53605396,0.35160000,0.52288000
0.53604192,0.35168000,0.52288000
0.53604102,0.35176000,0.52288000
0.53603226,0.35184000,0.52288000
0.53600842,0.35192000,0.52288000
0.53597558,0.35200000,0.52296000
0.53599554,0.35200000,0.52288000
0.53592747,0.35208000,0.52304000
0.53594816,0.35208000,0.52296000
0.53588963,0.35216000,0.52304000
0.53587496,0.35224000,0.52312000
0.53586644,0.35224000,0.52320000
0.53584319,0.35224000,0.52328000
0.53588432,0.35224000,0.52304000
0.53579044,0.35232000,0.52344000
0.53583300,0.35232000,0.52328000
0.53577644,0.35232000,0.52352000
0.53580552,0.35232000,0.52336000
0.53577060,0.35240000,0.52352000
0.53575873,0.35248000,0.52368000
0.53576583,0.35248000,0.52360000
0.53576696,0.35248000,0.52352000
0.53573382,0.35256000,0.52376000
0.53574467,0.35256000,0.52368000
0.53573138,0.35272000,0.52376000
0.53572100,0.35280000,0.52376000
0.53570789,0.35288000,0.52384000
0.53571332,0.35288000,0.52376000
0.53569281,0.35296000,0.52384000
0.53569019,0.35296000,0.52392000
0.53567100,0.35304000,0.52408000
0.53568137,0.35304000,0.52400000
0.53568745,0.35304000,0.52392000
0.53566599,0.35312000,0.52408000
0.53563243,0.35320000,0.52408000
0.53560358,0.35328000,0.52416000
0.53558856,0.35328000,0.52424000
0.53560781,0.35328000,0.52408000
0.53558636,0.35328000,0.52432000
0.53557920,0.35328000,0.52440000
0.53557843,0.35336000,0.52440000
0.53557736,0.35336000,0.52448000
0.53557712,0.35344000,0.52448000
0.53555834,0.35352000,0.52448000
0.53554451,0.35360000,0.52456000
0.53555006,0.35360000,0.52448000
0.53553152,0.35368000,0.52456000
0.53552514,0.35376000,0.52456000
0.53548408,0.35384000,0.52464000
0.53552252,0.35384000,0.52456000
0.53548276,0.35392000,0.52464000
0.53542030,0.35400000,0.52464000
0.53539836,0.35408000,0.52464000
0.53538710,0.35416000,0.52464000
0.53536040,0.35416000,0.52472000
0.53529209,0.35424000,0.52488000
0.53529888,0.35424000,0.52480000
0.53535676,0.35424000,0.52472000
0.53528619,0.35432000,0.52488000
0.53528106,0.35440000,0.52488000
0.53527480,0.35448000,0.52488000
0.53526866,0.35456000,0.52488000
0.53524387,0.35464000,0.52488000
0.53523350,0.35472000,0.52504000
0.53524351,0.35472000,0.52488000
0.53523409,0.35472000,0.52496000
0.53523040,0.35480000,0.52504000
0.53515917,0.35488000,0.52528000
0.53519922,0.35488000,0.52512000
0.53517282,0.35488000,0.52520000
0.53522050,0.35488000,0.52504000
0.53514677,0.35488000,0.52536000
0.53504384,0.35488000,0.52544000
0.53502774,0.35496000,0.52544000
0.53502107,0.35496000,0.52552000
0.53500199,0.35496000,0.52560000
0.53497058,0.35504000,0.52568000
0.53493470,0.35504000,0.52576000
0.53497940,0.35504000,0.52560000
0.53490996,0.35504000,0.52608000
0.53491080,0.35504000,0.52600000
0.53488779,0.35504000,0.52616000
0.53492701,0.35504000,0.52584000
0.53492177,0.35504000,0.52592000
0.53487527,0.35512000,0.52616000
0.53484976,0.35520000,0.52624000
0.53485328,0.35520000,0.52616000
0.53484118,0.35528000,0.52624000
0.53480440,0.35528000,0.52632000
0.53477383,0.35536000,0.52632000
0.53473413,0.35536000,0.52640000
0.53469086,0.35544000,0.52640000
0.53464741,0.35544000,0.52648000
0.53461337,0.35552000,0.52656000
0.53460318,0.35552000,0.52664000
0.53459686,0.35560000,0.52672000
0.53459799,0.35560000,0.52664000
0.53458488,0.35560000,0.52680000
0.53457803,0.35568000,0.52680000
0.53457505,0.35576000,0.52680000
0.53455627,0.35584000,0.52680000
0.53452647,0.35592000,0.52680000
0.53451341,0.35600000,0.52680000
0.53449923,0.35608000,0.52680000
0.53448552,0.35616000,0.52680000
0.53448075,0.35624000,0.52680000
0.53446788,0.35632000,0.52680000
0.53445750,0.35640000,0.52680000
0.53442675,0.35640000,0.52688000
0.53436852,0.35648000,0.52704000
0.53434068,0.35648000,0.52712000
0.53438067,0.35648000,0.52696000
0.53441781,0.35648000,0.52688000
0.53433359,0.35656000,0.52712000
0.53433251,0.35656000,0.52720000
0.53432977,0.35664000,0.52728000
0.53427607,0.35664000,0.52760000
0.53432989,0.35664000,0.52720000
0.53428543,0.35664000,0.52752000
0.53432161,0.35664000,0.52736000
0.53429955,0.35664000,0.52744000
0.53425628,0.35664000,0.52768000
0.53423142,0.35672000,0.52800000
0.53424007,0.35672000,0.52784000
0.53422797,0.35672000,0.52808000
0.53424418,0.35672000,0.52776000
0.53425360,0.35672000,0.52768000
0.53423762,0.35672000,0.52792000
0.53420544,0.35672000,0.52816000
0.53419369,0.35680000,0.52816000
0.53419363,0.35680000,0.52824000
0.53417659,0.35688000,0.52824000
0.53417075,0.35696000,0.52824000
0.53414977,0.35696000,0.52840000
0.53416389,0.35696000,0.52832000
0.53414619,0.35704000,0.52840000
0.53413957,0.35712000,0.52840000
0.53410053,0.35712000,0.52856000
0.53409928,0.35720000,0.52856000
0.53409570,0.35720000,0.52864000
0.53409517,0.35728000,0.52864000
0.53408891,0.35728000,0.52872000
0.53406698,0.35728000,0.52880000
0.53398788,0.35736000,0.52896000
0.53402245,0.35736000,0.52888000
0.53405565,0.35736000,0.52880000
0.53397036,0.35744000,0.52896000
0.53395456,0.35752000,0.52896000
0.53394735,0.35752000,0.52904000
0.53393537,0.35760000,0.52904000
0.53393513,0.35768000,0.52904000
0.53392988,0.35776000,0.52904000
0.53391606,0.35776000,0.52912000
0.53390360,0.35784000,0.52920000
0.53391016,0.35784000,0.52912000
0.53390086,0.35784000,0.52928000
0.53385073,0.35792000,0.52936000
0.53387100,0.35792000,0.52928000
0.53382254,0.35800000,0.52936000
0.53380960,0.35808000,0.52936000
0.53373301,0.35816000,0.52952000
0.53379959,0.35816000,0.52936000
0.53373826,0.35816000,0.52944000
0.53371388,0.35824000,0.52952000
0.53371173,0.35824000,0.52960000
0.53371018,0.35832000,0.52960000
0.53370994,0.35840000,0.52960000
0.53370619,0.35840000,0.52968000
0.53370202,0.35848000,0.52968000
0.53367555,0.35848000,0.52984000
0.53367662,0.35848000,0.52976000
0.53367305,0.35856000,0.52984000
0.53360391,0.35864000,0.53008000
0.53359157,0.35864000,0.53024000
0.53360027,0.35864000,0.53016000
0.53364837,0.35864000,0.52984000
0.53361535,0.35864000,0.52992000
0.53361446,0.35864000,0.53000000
0.53347367,0.35872000,0.53064000
0.53358561,0.35872000,0.53024000
0.53353935,0.35872000,0.53048000
0.53355312,0.35872000,0.53032000
0.53350222,0.35872000,0.53056000
0.53354645,0.35872000,0.53040000
0.53346229,0.35880000,0.53072000
0.53346533,0.35880000,0.53064000
0.53345662,0.35888000,0.53072000
0.53344136,0.35896000,0.53072000
0.53342354,0.35896000,0.53080000
0.53340966,0.35904000,0.53080000
0.53337026,0.35912000,0.53080000
0.53336841,0.35920000,0.53080000
0.53335279,0.35920000,0.53088000
0.53335226,0.35928000,0.53088000
0.53334302,0.35936000,0.53088000
0.53332275,0.35944000,0.53088000
0.53326428,0.35952000,0.53088000
0.53325492,0.35952000,0.53096000
0.53324670,0.35952000,0.53104000
0.53321397,0.35960000,0.53112000
0.53324521,0.35960000,0.53104000
0.53318465,0.35968000,0.53112000
0.53317934,0.35976000,0.53112000
0.53308624,0.35984000,0.53152000
0.53312910,0.35984000,0.53128000
0.53310603,0.35984000,0.53144000
0.53313351,0.35984000,0.53120000
0.53311205,0.35984000,0.53136000
0.53317529,0.35984000,0.53112000
0.53303605,0.35992000,0.53160000
0.53306490,0.35992000,0.53152000
0.53301626,0.36000000,0.53168000
0.53300554,0.36000000,0.53176000
0.53302127,0.36000000,0.53160000
0.53300250,0.36008000,0.53176000
0.53300041,0.36008000,0.53184000
0.53299135,0.36016000,0.53184000
0.53298855,0.36016000,0.53192000
0.53298509,0.36024000,0.53192000
0.53293997,0.36032000,0.53192000
0.53293628,0.36040000,0.53192000
0.53291458,0.36048000,0.53192000
0.53290880,0.36056000,0.53192000
0.53290027,0.36056000,0.53208000
0.53289521,0.36056000,0.53216000
0.53290385,0.36056000,0.53200000
0.53288907,0.36064000,0.53216000
0.53287673,0.36072000,0.53216000
0.53285712,0.36080000,0.53216000
0.53284365,0.36088000,0.53216000
0.53283060,0.36104000,0.53216000
0.53282923,0.36112000,0.53216000
0.53281724,0.36112000,0.53224000
0.53281325,0.36120000,0.53224000
0.53280246,0.36128000,0.53224000
0.53277075,0.36128000,0.53232000
0.53276515,0.36136000,0.53232000
0.53275603,0.36144000,0.53240000
0.53275853,0.36144000,0.53232000
0.53273302,0.36152000,0.53248000
0.53269601,0.36152000,0.53264000
0.53271145,0.36152000,0.53256000
0.53273320,0.36152000,0.53240000
0.53268218,0.36160000,0.53264000
0.53264683,0.36168000,0.53272000
0.53266883,0.36168000,0.53264000
0.53263271,0.36176000,0.53280000
0.53262866,0.36176000,0.53288000
0.53264147,0.36176000,0.53272000
0.53253525,0.36184000,0.53312000
0.53262490,0.36184000,0.53288000
0.53254563,0.36184000,0.53304000
0.53261191,0.36184000,0.53296000
0.53249723,0.36192000,0.53312000
0.53245902,0.36200000,0.53312000
0.53243375,0.36208000,0.53312000
0.53243035,0.36216000,0.53312000
0.53241199,0.36224000,0.53312000
0.53239423,0.36224000,0.53320000
0.53235149,0.36232000,0.53328000
0.53236777,0.36232000,0.53320000
0.53233922,0.36232000,0.53336000
0.53232086,0.36240000,0.53336000
0.53230911,0.36240000,0.53344000
0.53229719,0.36240000,0.53352000
0.53229511,0.36248000,0.53352000
0.53227592,0.36256000,0.53352000
0.53227329,0.36256000,0.53360000
0.53226006,0.36264000,0.53368000
0.53221327,0.36264000,0.53376000
0.53226352,0.36264000,0.53360000
0.53220165,0.36280000,0.53376000
0.53216040,0.36280000,0.53392000
0.53219986,0.36280000,0.53384000
0.53215444,0.36288000,0.53400000
0.53204829,0.36288000,0.53408000
0.53215545,0.36288000,0.53392000
0.53195930,0.36296000,0.53424000
0.53204221,0.36296000,0.53408000
0.53202701,0.36296000,0.53416000
0.53190273,0.36304000,0.53432000
0.53186858,0.36304000,0.53440000
0.53195429,0.36304000,0.53424000
0.53179306,0.36312000,0.53448000
0.53184962,0.36312000,0.53440000
0.53179073,0.36320000,0.53448000
0.53178591,0.36320000,0.53456000
0.53176451,0.36328000,0.53456000
0.53176159,0.36336000,0.53456000
0.53174317,0.36336000,0.53472000
0.53175396,0.36336000,0.53464000
0.53173816,0.36344000,0.53472000
0.53173101,0.36344000,0.53480000
0.53172606,0.36344000,0.53488000
0.53169537,0.36352000,0.53496000
0.53169572,0.36352000,0.53488000
0.53168678,0.36360000,0.53504000
0.53168988,0.36360000,0.53496000
0.53167379,0.36368000,0.53504000
0.53165573,0.36368000,0.53512000
0.53163087,0.36368000,0.53520000
0.53162932,0.36376000,0.53520000
0.53160870,0.36384000,0.53520000
0.53156978,0.36392000,0.53536000
0.53159505,0.36392000,0.53520000
0.53157717,0.36392000,0.53528000
0.53155881,0.36400000,0.53536000
0.53155786,0.36400000,0.53544000
0.53154814,0.36408000,0.53544000
0.53154647,0.36416000,0.53544000
0.53152823,0.36416000,0.53552000
0.53152466,0.36424000,0.53552000
0.53145474,0.36432000,0.53560000
0.53151220,0.36432000,0.53552000
0.53145236,0.36432000,0.53568000
0.53143913,0.36440000,0.53592000
0.53144997,0.36440000,0.53568000
0.53144634,0.36440000,0.53584000
0.53138679,0.36440000,0.53600000
0.53144819,0.36440000,0.53576000
0.53126711,0.36448000,0.53664000
0.53124559,0.36448000,0.53672000
0.53128284,0.36448000,0.53640000
0.53127533,0.36448000,0.53656000
0.53127575,0.36448000,0.53648000
0.53133512,0.36448000,0.53624000
0.53137964,0.36448000,0.53600000
0.53135288,0.36448000,0.53608000
0.53134137,0.36448000,0.53616000
0.53131068,0.36448000,0.53632000
0.53121603,0.36456000,0.53680000
0.53123552,0.36456000,0.53672000
0.53120434,0.36456000,0.53688000
0.53117138,0.36464000,0.53696000
0.53117031,0.36464000,0.53704000
0.53116405,0.36464000,0.53712000
0.53120410,0.36464000,0.53688000
0.53111941,0.36472000,0.53712000
0.53111041,0.36472000,0.53720000
0.53108358,0.36480000,0.53720000
0.53107232,0.36480000,0.53728000
0.53107142,0.36488000,0.53728000
0.53106529,0.36488000,0.53736000
0.53105819,0.36496000,0.53736000
0.53104663,0.36496000,0.53744000
0.53104496,0.36504000,0.53744000
0.53103924,0.36504000,0.53752000
0.53101492,0.36512000,0.53760000
0.53101701,0.36512000,0.53752000
0.53098232,0.36520000,0.53760000
0.53098148,0.36528000,0.53760000
0.53092676,0.36528000,0.53768000
0.53091806,0.36536000,0.53768000
0.53088111,0.36536000,0.53784000
0.53089803,0.36536000,0.53776000
0.53083730,0.36544000,0.53784000
0.53080952,0.36552000,0.53784000
0.53077704,0.36552000,0.53816000
0.53080148,0.36552000,0.53792000
0.53078705,0.36552000,0.53800000
0.53078562,0.36552000,0.53808000
0.53077495,0.36560000,0.53816000
0.53075832,0.36568000,0.53816000
0.53074998,0.36576000,0.53816000
0.53074473,0.36576000,0.53824000
0.53074026,0.36584000,0.53824000
0.53068656,0.36592000,0.53832000
0.53069252,0.36592000,0.53824000
0.53067988,0.36600000,0.53840000
0.53068006,0.36600000,0.53832000
0.53066462,0.36608000,0.53856000
0.53067458,0.36608000,0.53848000
0.53067786,0.36608000,0.53840000
0.53062606,0.36616000,0.53872000
0.53064710,0.36616000,0.53864000
0.53065270,0.36616000,0.53856000
0.53062302,0.36624000,0.53872000
0.53060174,0.36632000,0.53872000
0.53055561,0.36640000,0.53912000
0.53059238,0.36640000,0.53880000
0.53056628,0.36640000,0.53904000
0.53056806,0.36640000,0.53896000
0.53060073,0.36640000,0.53872000
0.53057313,0.36640000,0.53888000
0.53053981,0.36648000,0.53912000
0.53053761,0.36648000,0.53920000
0.53049487,0.36664000,0.53936000
0.53049397,0.36664000,0.53944000
0.53051203,0.36664000,0.53920000
0.53051066,0.36664000,0.53928000
0.53046191,0.36672000,0.53944000
0.53044450,0.36680000,0.53952000
0.53045315,0.36680000,0.53944000
0.53043717,0.36688000,0.53960000
0.53043789,0.36688000,0.53952000
0.53043610,0.36688000,0.53968000
0.53037405,0.36696000,0.53968000
0.53034842,0.36704000,0.53968000
0.53031886,0.36712000,0.53976000
0.53033704,0.36712000,0.53968000
0.53031760,0.36712000,0.53984000
0.53028178,0.36720000,0.53992000
0.53024334,0.36720000,0.54000000
0.53030139,0.36720000,0.53984000
0.53020692,0.36728000,0.54016000
0.53023392,0.36728000,0.54000000
0.53021872,0.36728000,0.54008000
0.53015918,0.36736000,0.54040000
0.53018671,0.36736000,0.54024000
0.53015310,0.36736000,0.54048000
0.53019094,0.36736000,0.54016000
0.53016889,0.36736000,0.54032000
0.53012401,0.36744000,0.54064000
0.53013456,0.36744000,0.54048000
0.53008485,0.36744000,0.54088000
0.53011924,0.36744000,0.54072000
0.53011751,0.36744000,0.54080000
0.53013361,0.36744000,0.54056000
0.53002942,0.36752000,0.54104000
0.53006208,0.36752000,0.54096000
0.53007805,0.36752000,0.54088000
0.52999222,0.36760000,0.54120000
0.53001332,0.36760000,0.54104000
0.52999866,0.36760000,0.54112000
0.52996922,0.36768000,0.54120000
0.52996421,0.36768000,0.54128000
0.52995837,0.36776000,0.54128000
0.52995443,0.36776000,0.54136000
0.52994335,0.36784000,0.54136000
0.52992010,0.36792000,0.54152000
0.52992976,0.36792000,0.54144000
0.52994174,0.36792000,0.54136000
0.52991974,0.36800000,0.54152000
0.52991158,0.36808000,0.54152000
0.52987432,0.36816000,0.54152000
0.52979219,0.36824000,0.54192000
0.52979296,0.36824000,0.54184000
0.52978617,0.36824000,0.54200000
0.52976733,0.36824000,0.54208000
0.52975047,0.36824000,0.54216000
0.52979797,0.36824000,0.54168000
0.52979958,0.36824000,0.54160000
0.52979648,0.36824000,0.54176000
0.52981120,0.36824000,0.54152000
0.52973616,0.36832000,0.54216000
0.52971017,0.36840000,0.54224000
0.52971637,0.36840000,0.54216000
0.52968568,0.36848000,0.54224000
0.52967918,0.36856000,0.54224000
0.52959311,0.36864000,0.54248000
0.52966493,0.36864000,0.54224000
0.52966124,0.36864000,0.54232000
0.52959019,0.36864000,0.54256000
0.52957761,0.36864000,0.54264000
0.52960354,0.36864000,0.54240000
0.52957219,0.36872000,0.54264000
0.52957171,0.36872000,0.54272000
0.52956665,0.36880000,0.54272000
0.52953809,0.36888000,0.54280000
0.52954692,0.36888000,0.54272000
0.52943468,0.36896000,0.54288000
0.52938944,0.36896000,0.54296000
0.52950537,0.36896000,0.54280000
0.52938300,0.36904000,0.54304000
0.52938920,0.36904000,0.54296000
0.52938044,0.36904000,0.54312000
0.52937335,0.36912000,0.54312000
0.52936649,0.36920000,0.54312000
0.52935505,0.36928000,0.54312000
0.52934897,0.36936000,0.54320000
0.52935058,0.36936000,0.54312000
0.52932328,0.36944000,0.54320000
0.52931678,0.36952000,0.54320000
0.52931333,0.36960000,0.54320000
0.52929819,0.36960000,0.54328000
0.52924687,0.36968000,0.54360000
0.52925265,0.36968000,0.54352000
0.52926522,0.36968000,0.54328000
0.52925551,0.36968000,0.54344000
0.52925795,0.36968000,0.54336000
0.52923208,0.36976000,0.54360000
0.52920735,0.36976000,0.54368000
0.52917773,0.36976000,0.54400000
0.52920586,0.36976000,0.54376000
0.52918464,0.36976000,0.54392000
0.52920038,0.36976000,0.54384000
0.52917242,0.36984000,0.54400000
0.52910542,0.36992000,0.54400000
0.52909857,0.36992000,0.54408000
0.52909291,0.37000000,0.54408000
0.52906436,0.37008000,0.54408000
0.52906346,0.37008000,0.54416000
0.52904528,0.37016000,0.54424000
0.52906233,0.37016000,0.54416000
0.52903855,0.37024000,0.54432000
0.52904344,0.37024000,0.54424000
0.52903277,0.37032000,0.54432000
0.52902114,0.37040000,0.54432000
0.52899987,0.37048000,0.54440000
0.52899814,0.37048000,0.54448000
0.52900153,0.37048000,0.54432000
0.52898437,0.37056000,0.54448000
0.52897894,0.37056000,0.54456000
0.52897781,0.37064000,0.54456000
0.52897549,0.37072000,0.54456000
0.52894765,0.37080000,0.54464000
0.52894819,0.37080000,0.54456000
0.52892250,0.37088000,0.54472000
0.52890623,0.37088000,0.54480000
0.52893043,0.37088000,0.54464000
0.52889174,0.37088000,0.54488000
0.52886891,0.37096000,0.54488000
0.52886868,0.37104000,0.54488000
0.52885014,0.37112000,0.54488000
0.52881575,0.37112000,0.54504000
0.52882779,0.37112000,0.54496000
0.52878118,0.37120000,0.54504000
0.52878016,0.37128000,0.54504000
0.52875268,0.37128000,0.54512000
0.52863181,0.37128000,0.54560000
0.52862567,0.37128000,0.54568000
0.52862489,0.37128000,0.54576000
0.52872467,0.37128000,0.54528000
0.52872372,0.37128000,0.54536000
0.52870315,0.37128000,0.54544000
0.52869236,0.37128000,0.54552000
0.52873188,0.37128000,0.54520000
0.52857029,0.37136000,0.54600000
0.52857596,0.37136000,0.54592000
0.52858257,0.37136000,0.54584000
0.52858454,0.37136000,0.54576000
0.52855563,0.37136000,0.54608000
0.52853376,0.37144000,0.54616000
0.52851713,0.37144000,0.54632000
0.52852130,0.37144000,0.54624000
0.52854764,0.37144000,0.54608000
0.52846766,0.37152000,0.54648000
0.52849668,0.37152000,0.54632000
0.52847606,0.37152000,0.54640000
0.52843964,0.37160000,0.54656000
0.52845705,0.37160000,0.54648000
0.52839792,0.37168000,0.54656000
0.52836359,0.37176000,0.54656000
0.52833241,0.37176000,0.54664000
0.52833033,0.37184000,0.54664000
0.52829319,0.37192000,0.54664000
0.52824825,0.37200000,0.54696000
0.52826482,0.37200000,0.54688000
0.52823651,0.37200000,0.54704000
0.52827996,0.37200000,0.54664000
0.52823389,0.37200000,0.54712000
0.52826488,0.37200000,0.54680000
0.52827340,0.37200000,0.54672000
0.52821630,0.37208000,0.54712000
0.52821314,0.37216000,0.54712000
0.52821016,0.37224000,0.54712000
0.52820390,0.37232000,0.54712000
0.52820379,0.37240000,0.54712000
0.52816379,0.37240000,0.54728000
0.52817935,0.37240000,0.54720000
0.52813315,0.37248000,0.54752000
0.52812552,0.37248000,0.54776000
0.52812564,0.37248000,0.54768000
0.52811670,0.37248000,0.54784000
0.52813470,0.37248000,0.54744000
0.52813131,0.37248000,0.54760000
0.52814722,0.37248000,0.54728000
0.52813607,0.37248000,0.54736000
0.52811122,0.37256000,0.54784000
0.52808344,0.37256000,0.54800000
0.52809215,0.37256000,0.54792000
0.52805984,0.37264000,0.54800000
0.52803737,0.37272000,0.54800000
0.52799022,0.37280000,0.54800000
0.52797234,0.37280000,0.54808000
0.52789986,0.37288000,0.54824000
0.52790040,0.37288000,0.54816000
0.52795541,0.37288000,0.54808000
0.52789915,0.37288000,0.54832000
0.52788591,0.37296000,0.54840000
0.52788764,0.37296000,0.54832000
0.52784842,0.37304000,0.54848000
0.52786714,0.37304000,0.54840000
0.52782291,0.37312000,0.54848000
0.52782154,0.37320000,0.54848000
0.52779210,0.37328000,0.54856000
0.52776748,0.37328000,0.54864000
0.52779466,0.37328000,0.54848000
0.52776515,0.37336000,0.54864000
0.52776241,0.37344000,0.54872000
0.52776253,0.37344000,0.54864000
0.52775782,0.37352000,0.54872000
0.52774376,0.37360000,0.54872000
0.52772856,0.37368000,0.54872000
0.52772838,0.37376000,0.54872000
0.52771854,0.37384000,0.54872000
0.52770650,0.37384000,0.54880000
0.52769136,0.37392000,0.54888000
0.52769905,0.37392000,0.54880000
0.52764332,0.37400000,0.54888000
0.52764100,0.37408000,0.54888000
0.52763444,0.37416000,0.54888000
0.52758944,0.37424000,0.54912000
0.52762473,0.37424000,0.54888000
0.52762425,0.37424000,0.54896000
0.52760297,0.37424000,0.54904000
0.52752626,0.37432000,0.54912000
0.52751184,0.37440000,0.54912000
0.52750993,0.37448000,0.54912000
0.52750713,0.37456000,0.54912000
0.52749449,0.37456000,0.54920000
0.52747333,0.37464000,0.54928000
0.52749187,0.37464000,0.54920000
0.52747327,0.37472000,0.54928000
0.52745587,0.37480000,0.54936000
0.52745569,0.37480000,0.54944000
0.52747154,0.37480000,0.54928000
0.52743882,0.37488000,0.54952000
0.52745330,0.37488000,0.54944000
0.52743095,0.37496000,0.54952000
0.52740163,0.37504000,0.54960000
0.52742624,0.37504000,0.54952000
0.52737796,0.37504000,0.54968000
0.52737421,0.37504000,0.54976000
0.52736372,0.37512000,0.54976000
0.52727693,0.37520000,0.55016000
0.52731061,0.37520000,0.55008000
0.52734345,0.37520000,0.54992000
0.52734435,0.37520000,0.54984000
0.52731228,0.37520000,0.55000000
0.52736312,0.37520000,0.54976000
0.52727258,0.37528000,0.55016000
0.52726638,0.37536000,0.55016000
0.52725935,0.37544000,0.55016000
0.52725279,0.37544000,0.55024000
0.52723289,0.37552000,0.55032000
0.52723628,0.37552000,0.55024000
0.52723217,0.37560000,0.55032000
0.52721334,0.37568000,0.55032000
0.52720922,0.37576000,0.55032000
